Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Bicycle,8,8,TV,1,1,25,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Bicycle,8,8,Desk,7,0,32,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Bicycle,8,8,Water cooler,9,2,36,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Bicycle,8,8,Streetlamp,7,3,39,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Bicycle,8,8,Stepladder,5,5,43,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Bicycle,8,8,Fridge,7,6,46,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Bicycle,8,8,Statue,6,10,5,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Bicycle,8,8,Couch,1,10,10,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Bicycle,8,8,Phonebooth,0,6,15,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)"
Bicycle,8,8,Swing,1,4,18,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)"
Bicycle,8,8,Clock,3,3,21,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)"
Statue,6,10,TV,1,1,21,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Statue,6,10,Desk,7,0,28,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Statue,6,10,Water cooler,9,2,32,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Statue,6,10,Streetlamp,7,3,35,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Statue,6,10,Stepladder,5,5,39,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Statue,6,10,Fridge,7,6,42,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Statue,6,10,Bicycle,8,8,45,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Statue,6,10,Couch,1,10,6,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Statue,6,10,Phonebooth,0,6,11,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)"
Statue,6,10,Swing,1,4,14,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)"
Statue,6,10,Clock,3,3,17,"(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)"
Couch,1,10,TV,1,1,16,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Couch,1,10,Desk,7,0,23,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Couch,1,10,Water cooler,9,2,27,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Couch,1,10,Streetlamp,7,3,30,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Couch,1,10,Stepladder,5,5,34,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Couch,1,10,Fridge,7,6,37,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Couch,1,10,Bicycle,8,8,40,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Couch,1,10,Statue,6,10,44,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Couch,1,10,Phonebooth,0,6,6,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)"
Couch,1,10,Swing,1,4,9,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)"
Couch,1,10,Clock,3,3,12,"(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)"
Phonebooth,0,6,TV,1,1,11,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Phonebooth,0,6,Desk,7,0,18,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Phonebooth,0,6,Water cooler,9,2,22,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Phonebooth,0,6,Streetlamp,7,3,25,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Phonebooth,0,6,Stepladder,5,5,29,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Phonebooth,0,6,Fridge,7,6,32,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Phonebooth,0,6,Bicycle,8,8,35,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Phonebooth,0,6,Statue,6,10,39,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Phonebooth,0,6,Couch,1,10,44,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Phonebooth,0,6,Swing,1,4,4,"(0, 6)->(0, 5)->(0, 4)->(1, 4)"
Phonebooth,0,6,Clock,3,3,7,"(0, 6)->(0, 5)->(0, 4)->(1, 4)->(2, 4)->(3, 4)->(3, 3)"
Swing,1,4,TV,1,1,8,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Swing,1,4,Desk,7,0,15,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Swing,1,4,Water cooler,9,2,19,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Swing,1,4,Streetlamp,7,3,22,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Swing,1,4,Stepladder,5,5,26,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Swing,1,4,Fridge,7,6,29,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Swing,1,4,Bicycle,8,8,32,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Swing,1,4,Statue,6,10,36,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Swing,1,4,Couch,1,10,41,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Swing,1,4,Phonebooth,0,6,46,"(1, 4)->(2, 4)->(3, 4)->(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)"
Swing,1,4,Clock,3,3,4,"(1, 4)->(2, 4)->(3, 4)->(3, 3)"
Clock,3,3,TV,1,1,5,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)"
Clock,3,3,Desk,7,0,12,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)"
Clock,3,3,Water cooler,9,2,16,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)"
Clock,3,3,Streetlamp,7,3,19,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)"
Clock,3,3,Stepladder,5,5,23,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)"
Clock,3,3,Fridge,7,6,26,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Clock,3,3,Bicycle,8,8,29,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Clock,3,3,Statue,6,10,33,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Clock,3,3,Couch,1,10,38,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Clock,3,3,Phonebooth,0,6,43,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)"
Clock,3,3,Swing,1,4,46,"(3, 3)->(3, 2)->(2, 2)->(1, 2)->(1, 1)->(1, 0)->(2, 0)->(3, 0)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(9, 1)->(9, 2)->(9, 3)->(8, 3)->(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)->(0, 10)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(1, 4)"
